编号|歌名|歌手|语别|类别|拼音|字数|笔画|新歌|版本|原唱音轨|音量|点击率|时长
70807757|LOVE|刘若英/梁静茹|1|4|L|1|0|0|1|1|5844|0|00:00
70807761|LOVE|BEYOND|1|1|L|1|0|0|1|1|4340|0|00:00
70807764|路(演)|伍佰|1|1|L|1|2|0|1|1|4342|0|00:00
70807765|LINDA|张学友|1|1|L|1|0|0|1|1|4444|0|00:00
70807784|乱|香香|1|1|L|1|3|0|1|1|4344|0|00:00
70807789|路|王杰|1|1|L|1|2|0|1|1|4443|0|00:00
70807790|路|梁静茹|1|1|L|1|2|0|1|1|4440|0|00:00
70807791|路|德德玛|1|8|L|1|2|0|1|1|7064|0|00:00
70807793|零|柯有伦|1|1|L|1|1|0|1|1|4554|0|00:00
70807794|KATSU|张惠妹|1|1|K|1|0|0|1|1|4444|0|00:00
70807796|火|张惠妹|1|1|H|1|4|0|1|1|4445|0|00:00
70807797|JULIA|王力宏|1|1|J|1|0|0|1|1|4946|0|00:00
70807808|LOVE(演)|张峰奇|1|1|L|1|0|0|1|1|4647|0|00:00
70807810|家|潘美辰|1|1|J|1|4|0|1|0|4944|0|00:00
70807811|魂|信|1|1|H|1|1|0|1|1|4244|0|00:00
70807817|花|五月天|1|1|H|1|1|0|1|1|3839|0|00:00
70807818|红|杨坤|1|1|H|1|5|0|1|1|5258|0|00:00
70807819|河|苏芮/张惠妹|1|4|H|1|4|0|1|1|5252|0|00:00
70807824|Kiss|简美妍|1|1|K|1|0|0|1|1|4042|0|00:00
70807828|L.O.V.E|郭采洁|1|1|L|1|0|0|1|1|4542|0|00:00
70807829|HERO|陈小春|1|1|H|1|0|0|1|1|4749|0|00:00
70807830|HEARTBEAT(演)|容祖儿|1|1|H|1|0|0|1|0|4639|0|00:00
70807831|光|彭莉|1|1|G|1|2|0|1|1|4242|0|00:00
70807832|风|巫启贤|1|1|F|1|3|0|1|0|4747|0|00:00
70807833|风|罗百吉|1|1|F|1|3|0|1|1|4039|0|00:00
70807834|壳|黄小琥|1|1|K|1|1|0|1|1|5447|0|00:00
70807836|FLYING|刘若英|1|1|F|1|0|0|1|1|4643|0|00:00
70807838|家|南拳妈妈|1|1|J|1|4|0|1|1|4742|0|00:00
70807851|船|方逸华|1|1|C|1|3|0|1|0|7474|0|00:00
70807860|Catherine|陶喆|1|1|C|1|0|0|1|1|4343|0|00:00
70807861|Casablanca|费翔|4|1|C|1|0|0|1|1|4645|0|00:00
70807862|CAPPUCCINO|萧亚轩|1|1|C|1|0|0|1|1|4545|0|00:00
70807863|CANDYMAN|吴佩慈|1|1|C|1|0|0|1|1|4242|0|00:00
70807870|兵|谭晶|1|8|B|1|3|0|1|1|4652|0|00:00
70807873|奔|孙燕姿|1|1|B|1|1|0|1|1|4034|0|00:00
70807876|BYOB|李玟|1|1|B|1|0|0|1|1|4545|0|00:00
70807889|CRAZY|艾雨|1|1|C|1|0|0|1|1|4544|0|00:00
70807898|CONSTANTLY(演)|潘迪华|1|1|C|1|0|0|1|1|4244|0|00:00
70807909|爱|莫文蔚|1|1|A|1|3|0|1|1|4043|0|00:00
70807915|BABA|黎明|1|1|B|1|0|0|1|1|4442|0|00:00
70807919|爱|谢霆锋/蔡卓妍|1|4|A|1|3|0|1|1|4343|0|00:00
70807921|爱(演)|容祖儿|1|1|A|1|3|0|1|1|4747|0|00:00
70807922|BEAUTY|王心凌|1|1|B|1|0|0|1|1|4245|0|00:00
70807923|爱|陈小春|1|1|A|1|3|0|1|1|4848|0|00:00
70807928|爱|SARA|1|1|A|1|3|0|1|0|4242|0|00:00
70807935|爱|小虎队|1|1|A|1|3|0|1|1|4343|0|00:00
70807945|BOOM|中国娃娃|1|1|B|1|0|0|1|1|4346|0|00:00
70807946|BOOM|S.H.E|1|1|B|1|0|0|1|1|4347|0|00:00
70807947|BLUE(演)|陶晶莹|1|1|B|1|0|0|1|1|4343|0|00:00
70807962|BELIEF|S.H.E|1|1|B|1|0|0|1|1|4440|0|00:00
70807970|EVERYTHING|王力宏|1|1|E|1|0|0|1|1|4958|0|00:00
70807971|EVERYDAY|中国力量|1|1|E|1|0|0|1|0|4343|0|00:00
70807972|EVERYBODY|张国荣|1|1|E|1|0|0|1|1|4042|0|00:00
70807977|等|袁泉|1|1|D|1|3|0|1|1|4442|0|00:00
70807984|毒|MC HOTDOG|1|1|D|1|1|0|1|1|4042|0|00:00
70807986|丢|陈小春|1|1|D|1|3|0|1|1|4745|0|00:00
70807987|蝶|谭维维|1|1|D|1|2|0|1|1|4040|0|00:00
70808006|呃|周笔畅|1|1|E|1|2|0|1|1|4854|0|00:00
70808009|FANTASY|言承旭|1|1|F|1|0|0|1|1|4442|0|00:00
70808020|等(演)|李宇春|1|1|D|1|3|0|1|1|4238|0|00:00
70808023|错|潘越云|1|1|C|1|3|0|1|1|5247|0|00:00
70808024|错|陈德志|1|1|C|1|3|0|1|1|4444|0|00:00
70808025|刺|罗中旭|1|1|C|1|1|0|1|1|4942|0|00:00
70808029|春|李玲玉|1|1|C|1|1|0|1|1|4846|0|00:00
70808030|船|余天|1|1|C|1|3|0|1|1|4647|0|00:00
70808031|船|那英|1|1|C|1|3|0|1|1|4949|0|00:00
70808032|船|蔡琴|1|1|C|1|3|0|1|1|4647|0|00:00
70808034|等|郑源|1|1|D|1|3|0|1|1|3335|0|00:00
70808036|DARLING(演)|范晓萱|1|1|D|1|0|0|1|1|4746|0|00:00
70808039|扯|周杰伦|1|1|C|1|1|0|1|1|4646|0|00:00
70808040|潮|周华健|1|1|C|1|4|0|1|1|4344|0|00:00
70808050|等|黄湘怡|1|1|D|1|3|0|1|1|4443|0|00:00
70808055|慌|王菲菲|1|1|H|1|4|0|1|1|4548|0|00:00
70808058|等|遨游|1|1|D|1|3|0|1|0|3737|0|00:00
70808059|灯|童安格|1|1|D|1|4|0|1|1|4746|0|00:00
70808060|盗|林俊杰|1|1|D|1|4|0|1|0|4645|0|00:00
70808061|当|动力火车|1|1|D|1|2|0|1|1|7067|0|00:00
70808064|DARLING|范晓萱|1|1|D|1|0|0|1|0|5252|0|00:00
70808066|DNA|BY2|1|1|D|1|0|0|1|1|4643|0|00:00
70808075|DARLING|品冠|1|1|D|1|0|0|1|1|4544|0|00:00
70808077|DREAM|元卫觉醒|1|1|D|1|0|0|1|1|4547|0|00:00
70808143|WHY|范晓萱/100%乐队|1|4|W|1|0|0|1|1|4649|1|00:00
70808242|BABY FACE|蔡依林|1|1|BF|2|0|0|1|1|4546|1|00:00
70808370|NANANA|吴克群/王心凌|1|4|N|1|0|0|1|1|4442|1|00:00
70808533|PK|梁静茹/曹格|1|4|P|1|0|0|1|1|4744|1|00:00
70809079|天意|刘德华|1|1|TY|2|14|0|1|1|4747|2|00:00
70809090|天堂|腾格尔|1|1|TT|2|12|0|1|1|5460|1|00:00
70810060|花心|刘德华|1|1|HX|2|14|0|1|1|4443|2|00:00
70811223|笑傲江湖|刘欢/王菲|1|4|XAJH|4|3344|0|1|1|4645|1|00:00
70811322|雪域之光|容中尔甲|1|1|XYZG|4|1142|0|1|1|5447|1|00:00
70812098|神奇的九寨|容中尔甲|1|8|SQDJZ|5|41334|0|1|1|4646|1|00:00
70812425|三千个祝愿|容中尔甲|1|8|SQGZY|5|13341|0|1|1|4042|1|00:00
70812444|如果天有情|刘德华|1|1|RGTYQ|5|52114|0|1|1|5246|1|00:00
70814653|Amazing|Kanye West|4|1|A|1|0|0|1|1|4346|0|00:00
70815289|BOYS|何洁/魏晨|1|4|B|1|0|0|1|1|4442|0|00:00
70819338|FOREVER|TOKYO D|1|1|F|1|0|0|1|1|4444|0|00:00
70819421|飞|阿牛|1|1|F|1|5|0|1|1|4649|0|00:00
70819856|IMATK|群星|1|1|I|1|0|0|1|1|4542|0|00:00
70820208|DEAR|容祖儿|1|1|D|1|0|0|1|1|4544|0|00:00
70820218|放|戴爱玲|1|1|F|1|4|0|1|1|4546|0|00:00
70820350|DARLING|涂紫凝|1|1|D|1|0|0|1|1|4443|0|00:00
70820400|偷听女孩心|刘德华|1|1|TTNHX|5|32554|0|1|1|4644|1|00:00
70820475|恋|李心洁|1|1|L|1|4|0|1|1|3942|0|00:00
70820591|病|路嘉欣|1|1|B|1|4|0|1|1|4952|0|00:00
70820602|FREEDOM|许玮伦|1|4|F|1|0|0|1|1|4544|0|00:00
70821030|当爱已成往事|张国荣|1|1|DAYCWS|6|235131|0|1|1|4548|5|00:00
70821032|当爱已成往事|林忆莲/李宗盛|1|4|DAYCWS|6|235131|0|1|1|4645|4|00:00
70822765|今夜你会不会来(演)|黎明|1|1|JYNHBHL|7|3433131|0|1|1|4748|1|00:00
70822766|今夜你会不会来|黎明|1|1|JYNHBHL|7|3433131|0|1|1|4544|1|00:00
70823809|翻身农奴把歌唱(演)|韩红|1|1|FSNNBGC|7|3345112|0|1|1|4748|1|00:00
70824831|INTRO|木玛乐队|1|1|I|1|0|0|1|1|6456|0|00:00
70825073|潮|金素梅|1|1|C|1|4|0|1|1|4744|0|00:00
70825272|DARLING|周蕙|1|1|D|1|0|0|1|1|4446|0|00:00
70825967|BEAUTIFUL|梁静茹|1|1|B|1|0|0|1|1|4544|0|00:00
70826184|嗨(演)|蔡依林|1|1|H|1|2|0|1|1|4845|0|00:00
70826485|爱|佚名|1|1|A|1|3|0|1|1|4444|0|00:00
70826545|光|光良|1|1|G|1|2|0|1|1|4949|0|00:00
70826549|GOODBYE|洛客班|1|1|G|1|0|0|1|1|4646|0|00:00
70826866|飞|周冰倩|1|1|F|1|5|0|1|0|5858|0|00:00
70826969|悲|玄武|1|1|B|1|2|0|1|1|5856|0|00:00
70827089|HELLO|霍经伦|1|1|H|1|0|0|1|0|4534|0|00:00
70827169|家|五月|1|1|J|1|4|0|1|1|4744|0|00:00
70827338|风|柯以敏|1|1|F|1|3|0|1|1|4446|0|00:00
70827343|慌|谢霆锋|1|1|H|1|4|0|1|1|5862|0|00:00
70827549|飞|李心洁|1|1|F|1|5|0|1|1|4852|0|00:00
70827592|ECHO|ECHO|1|1|E|1|0|0|1|1|4234|0|00:00
70827786|HEAVEN|GoGo/MEME|1|1|H|1|0|0|1|1|4444|0|00:00
70827821|BUTTERFLY|裘海正|1|1|B|1|0|0|1|0|4434|0|00:00
70828070|HONEY|王心凌|1|1|H|1|0|0|1|1|3535|0|00:00
70828176|飞|马天宇|1|1|F|1|5|0|1|1|3440|0|00:00
70828215|光|童一首歌|1|1|G|1|2|0|1|1|4747|0|00:00
70828282|JULIA(演)|王力宏|1|1|J|1|0|0|1|1|6649|0|00:00
70828286|把悲伤留给自己(演)|蔡琴|1|1|BBSLGZJ|7|1233535|0|1|1|5246|1|00:00
70828326|INVISIBLE|叶树茵|1|1|I|1|0|0|1|1|4544|0|00:00
70828354|风|符号|1|1|F|1|3|0|1|1|4544|0|00:00
70828416|天意(演)|刘德华|1|1|TY|2|14|0|1|1|4846|1|00:00
70828441|刺|杜德伟|1|1|C|1|1|0|1|1|4235|0|00:00
70828481|乖|丁小芹|1|1|G|1|3|0|1|1|4844|0|00:00
70828555|FIRE|莫文蔚|1|1|F|1|0|0|1|1|4845|0|00:00
70828690|DANGEROUS|T RUSH|1|1|D|1|0|0|1|1|4746|0|00:00
70829090|FLYING|阿霈乐团|1|1|F|1|0|0|1|1|4043|0|00:00
70829095|DREAM|张栋梁|1|1|D|1|0|0|1|1|4543|0|00:00
70829835|BLUES|萧敬腾|1|1|B|1|0|0|1|1|4043|0|00:00
70829857|DALAH|艾青|1|1|D|1|0|0|1|1|4549|0|00:00
70829921|BUTTERFLY|李雨环|1|1|B|1|0|0|1|1|4746|0|00:00
70830156|爱|芭比|1|1|A|1|3|0|1|1|3942|0|00:00
70830191|CRAZY|柯有伦|1|1|C|1|0|0|1|1|4443|0|00:00
70830376|K-O|林俊杰|1|1|K|1|0|0|1|1|4747|0|00:00
70830587|HEARTBEAT|容祖儿|1|1|H|1|0|0|1|1|4439|0|00:00
70830662|HERO|183CLUB|1|1|H|1|0|0|1|1|4646|0|00:00
70830800|HUG|东方神起|6|1|H|1|0|0|1|1|5246|0|00:00
70830824|EVERLASTING|BOA|6|1|E|1|0|0|1|1|4445|0|00:00
70833009|岸|秀兰玛雅|3|1|A|1|2|0|1|1|4644|0|00:00
70833015|风|郭桂彬|3|1|F|1|3|0|1|1|4347|0|00:00
70833033|ABCDE|刘德华|1|1|A|1|0|0|1|1|4444|1|00:00
70833073|忍(演)|卓依婷/林正桦|3|4|R|1|5|0|1|1|6962|1|00:00
70834178|伴|吴淑敏|3|1|B|1|3|0|1|1|4340|0|00:00
70835249|爱|王建杰|3|1|A|1|3|0|1|1|4545|0|00:00
70835277|家|蔡秋凤|3|1|J|1|4|0|1|1|4446|0|00:00
70837291|CANTANDO|佚名|8|1|C|1|0|0|1|1|4645|0|00:00
70837309|路|卓玛加|8|1|L|1|2|0|1|0|3929|0|00:00
70837660|CACHITO(演)|吕珊|8|1|C|1|0|0|1|1|4545|0|00:00
70838187|JOSIE|佚名|4|1|J|1|0|0|1|1|6464|0|00:00
70838318|AUBREY|佚名|4|1|A|1|0|0|1|1|4543|0|00:00
70838443|I.O.I.O.(演)|佚名|4|1|I|1|0|0|1|0|5860|0|00:00
70838701|Beautiful|CHRISTINA AGUILERA|4|1|B|1|0|0|1|1|3737|0|00:00
70838713|EVERYTHING|MICHAEL BUBLE|4|1|E|1|0|0|1|1|4042|0|00:00
70838749|FEEL|ROBBIE WILLIAMS|4|1|F|1|0|0|1|1|4343|0|00:00
70838769|LUCILLE|佚名|4|1|L|1|0|0|1|1|4543|0|00:00
70838901|HALLELUJAH(演)|AT17|4|1|H|1|0|0|1|1|5245|0|00:00
70838924|GIRLFRIEND|BILLIE|4|1|G|1|0|0|1|1|4747|0|00:00
70838927|HERO(演)|MARIAH CAREY|4|1|H|1|0|0|1|1|4543|0|00:00
70838928|HEAVEN|LOS LONELY BOYS|4|1|H|1|0|0|1|0|4434|0|00:00
70838932|CHANGE|佚名|4|1|C|1|0|0|1|1|4545|0|00:00
70838933|DALLAS|佚名|4|1|D|1|0|0|1|1|4545|0|00:00
70838937|FRIENDS|TWINS|4|1|F|1|0|0|1|1|4342|0|00:00
70839161|BURN|Usher|4|1|B|1|0|0|1|1|4944|0|00:00
70839170|FIRE(演)|邓丽君|4|1|F|1|0|0|1|1|4642|0|00:00
70839179|BOYFRIEND|ASHLEE SIMPSON|4|1|B|1|0|0|1|1|4744|0|00:00
70839182|HONEY(演)|MARIAH CAREY|4|1|H|1|0|0|1|1|4342|0|00:00
70839266|BABY|BRANDY|4|1|B|1|0|0|1|1|4845|0|00:00
70839615|HELLO(演)|杜德伟|4|1|H|1|0|0|1|1|5662|0|00:00
70839617|GREENSLEEVES|佚名|4|1|G|1|0|0|1|1|5656|0|00:00
70839618|GUILTY|BLUE|4|1|G|1|0|0|1|1|4040|0|00:00
70839619|Hero|ENRIQUE IGLESIAS|4|1|H|1|0|0|1|1|4949|0|00:00
70839620|HALLELUJAH|ALEXANDRA BURKE|4|1|H|1|0|0|1|1|4654|0|00:00
70839622|Hamangueon|赵琪|4|1|H|1|0|0|1|1|4445|0|00:00
70839624|HEARTBEAT|SCOUTING FOR GIRLS|4|1|H|1|0|0|1|1|4742|0|00:00
70839626|High|James Blunt|4|1|H|1|0|0|1|1|4246|0|00:00
70839628|Home|MICHAEL BUBLE|4|1|H|1|0|0|1|1|4447|0|00:00
70839629|HOME|WESTLIFE|4|1|H|1|0|0|1|1|4344|0|00:00
70839630|Hug|东方神起|4|1|H|1|0|0|1|1|4547|0|00:00
70839632|HBO(演)|S.H.E|4|1|H|1|0|0|1|1|4545|0|00:00
70839633|Forever|Chris Brown|4|1|F|1|0|0|1|1|3942|0|00:00
70839635|FAME|佚名|4|1|F|1|0|0|1|1|4543|0|00:00
70839636|FANCY|佚名|4|1|F|1|0|0|1|1|4848|0|00:00
70839637|Fascination|Alpha Beat|4|1|F|1|0|0|1|1|4540|0|00:00
70839638|FASTLOVE|佚名|4|1|F|1|0|0|1|1|4242|0|00:00
70839639|Feedback|JANET JACKSON|4|1|F|1|0|0|1|0|3939|0|00:00
70839640|FIESTA|佚名|4|1|F|1|0|0|1|1|4643|0|00:00
70839649|GIRL|佚名|4|1|G|1|0|0|1|1|7664|0|00:00
70839650|Glamorous|Fergie|4|1|G|1|0|0|1|1|4243|0|00:00
70839651|IMAGINE|JOHN LENNON|4|1|I|1|0|0|1|0|4854|0|00:00
70839655|Leavin|Jesse McCartney|4|1|L|1|0|0|1|1|4044|0|00:00
70839660|HURT|佚名|4|1|H|1|0|0|1|1|4747|0|00:00
70839663|LONGER|齐秦|4|1|L|1|0|0|1|1|4345|0|00:00
70839670|LOLA|KINKS|4|1|L|1|0|0|1|1|4443|0|00:00
70839673|Inconsolable|后街男孩|4|1|I|1|0|0|1|1|3840|0|00:00
70839674|Indestructible|佚名|4|1|I|1|0|0|1|1|3737|0|00:00
70839675|INNAMORATA|佚名|4|1|I|1|0|0|1|1|4444|0|00:00
70839676|INSEPARABLE|佚名|4|1|I|1|0|0|1|0|4747|0|00:00
70839679|LAZY|SUEDE|4|1|L|1|0|0|1|1|4444|0|00:00
70839680|JOURNEY|张韶涵|4|1|J|1|0|0|1|1|4244|0|00:00
70839681|LATELY(演)|侧田|4|1|L|1|0|0|1|1|6766|0|00:00
70839683|COLORS|邓丽欣|4|1|C|1|0|0|1|1|5652|0|00:00
70839691|Childhood|MICHAEL JACKSON|4|1|C|1|0|0|1|1|4954|0|00:00
70839697|FAITHFULLY|佚名|4|1|F|1|0|0|1|1|4543|0|00:00
70839699|ByeBye|MARIAH CAREY|4|1|B|1|0|0|1|1|4445|0|00:00
70839700|CINDERELLA|TATA YOUNG|4|1|C|1|0|0|1|1|4037|0|00:00
70839704|Closer|Neyo|4|1|C|1|0|0|1|1|4245|0|00:00
70839705|Clumsy|Fergie|4|1|C|1|0|0|1|1|4044|0|00:00
70839706|COCONUT|H NILSSON|4|1|C|1|0|0|1|1|5656|0|00:00
70839708|Boys|Spears Britney|4|1|B|1|0|0|1|1|4345|0|00:00
70839712|BELIEVE|杜德伟|4|1|B|1|0|0|1|1|4745|0|00:00
70839713|BEN|MICHAEL JACKSON|4|1|B|1|0|0|1|1|4944|0|00:00
70839714|CASABLANCA|Bertie Higgins|4|1|C|1|0|0|1|1|4443|0|00:00
70839715|BOOTYLICIOUS|佚名|4|1|B|1|0|0|1|1|4645|0|00:00
70839719|BUBBLIN|BLUE|4|1|B|1|0|0|1|1|4045|0|00:00
70839720|BUBBLY|COLBIE CAILLAT|4|1|B|1|0|0|1|0|4646|0|00:00
70839721|BURNING|MARIA ARREDONDO|4|1|B|1|0|0|1|1|4346|0|00:00
70839723|BUTTERFLY|SMILE 组合|4|1|B|1|0|0|1|0|4447|0|00:00
70839727|COMPLICATED|AVRIL LAVIGNE|4|1|C|1|0|0|1|1|4743|0|00:00
70839729|DRIVE|The Cars|4|1|D|1|0|0|1|0|4938|0|00:00
70839730|Drowning|后街男孩|4|1|D|1|0|0|1|1|4549|0|00:00
70839732|EDELWEISS(演)|杨燕|4|1|E|1|0|0|1|1|4347|0|00:00
70839737|Eversleeping|Xandria|4|1|E|1|0|0|1|1|4648|0|00:00
70839738|EVERYBODY|后街男孩|4|1|E|1|0|0|1|1|4245|0|00:00
70839740|EVERYTHING|alanismorissette|4|1|E|1|0|0|1|1|4038|0|00:00
70839741|EVERYTIME|A1|4|1|E|1|0|0|1|1|4545|0|00:00
70839742|Everytime|Britney Spears|4|1|E|1|0|0|1|1|4844|0|00:00
70839745|EDELWEISS|佚名|4|1|E|1|0|0|1|0|5252|0|00:00
70839749|CRYING(演)|郑秀文|4|1|C|1|0|0|1|0|4737|0|00:00
70839752|Dangerous|MICHAEL JACKSON|4|1|D|1|0|0|1|1|5452|0|00:00
70839758|DENIAL|SUGABABES|4|1|D|1|0|0|1|1|4342|0|00:00
70839760|DIANA|PAUL ANKA|4|1|D|1|0|0|1|1|4342|0|00:00
70839761|Disturbia|RIHANNA|4|1|D|1|0|0|1|1|3540|0|00:00
70840010|Jack&diane|佚名|4|1|J|1|0|0|1|1|4343|0|00:00
70840588|Hero|MARIAH CAREY|4|1|H|1|0|0|1|1|4545|0|00:00
70840620|CONGA(演)|叶丽仪|4|1|C|1|0|0|1|0|4230|0|00:00
70840624|LUCKY|BRITNEY|4|1|L|1|0|0|1|0|6052|0|00:00
70840698|Faith|George Michael|4|1|F|1|0|0|1|1|7466|0|00:00
70840770|BREATHLESS|THE CORRS|4|1|B|1|0|0|1|1|4443|0|00:00
70840776|CONGA|GLORIA ESTEFAN/MIAMI SOUND MACHINE|4|4|C|1|0|0|1|1|6467|0|00:00
70840853|Guilty|Barbra Streisand|4|4|G|1|0|0|1|1|5248|0|00:00
70840870|FERNANDO|ABBA|4|1|F|1|0|0|1|1|4237|0|00:00
70840953|FROZEN|MADONNA|4|1|F|1|0|0|1|0|4644|0|00:00
70840982|CRAZY|张菲|4|1|C|1|0|0|1|1|4648|0|00:00
70840986|CIRCUS|Eric Clapton|4|1|C|1|0|0|1|1|4443|0|00:00
70840994|HERO|李玟|4|1|H|1|0|0|1|1|4846|0|00:00
70840995|EAGLE|ABBA|4|1|E|1|0|0|1|1|5848|0|00:00
70841086|HAZARD|Richard Marx|4|1|H|1|0|0|1|0|5242|0|00:00
70841168|Butterfly|MARIAH CAREY|4|1|B|1|0|0|1|1|4644|0|00:00
70841314|Butterfly|ANDY WILLIAMS|4|1|B|1|0|0|1|1|5644|0|00:00
70841354|KRYPTONITE|3 DOORS DOWN|4|1|K|1|0|0|1|1|5449|0|00:00
70841359|Crazy|K ci|4|4|C|1|0|0|1|1|5656|0|00:00
70841374|Crazy|Willie Nelson|4|1|C|1|0|0|1|1|4046|0|00:00
70841441|HAPPY(演)|顺子|4|1|H|1|0|0|1|1|4644|0|00:00
70841593|GOODBYE|SPICE GIRLS|4|1|G|1|0|0|1|1|4344|0|00:00
70841694|FEVER|MODONNA|4|1|F|1|0|0|1|1|4743|0|00:00
70841722|DANIEL|ELTON JOHN|4|1|D|1|0|0|1|0|4736|0|00:00
70841863|CHIQUITITA|ABBA|4|1|C|1|0|0|1|1|4542|0|00:00
70841896|FOREVER(演)|齐豫|4|1|F|1|0|0|1|0|4736|0|00:00
70842153|FOREVER|齐豫|4|1|F|1|0|0|1|1|4946|0|00:00
70842155|LISTEN|BEYONCE|4|1|L|1|0|0|1|1|4947|0|00:00
70842266|BABE|佚名|4|1|B|1|0|0|1|0|5252|0|00:00
70842329|Havana|Kenny G|4|1|H|1|0|0|1|1|4747|0|00:00
70842342|FERGALICIOUS|黑眼豆豆|4|4|F|1|0|0|1|1|4843|0|00:00
70842425|Brazil|Kenny G|4|1|B|1|0|0|1|1|3838|0|00:00
70842551|EVERYTIME|罗百吉|4|1|E|1|0|0|1|0|3833|0|00:00
70842556|GOODIES|CIARA|4|1|G|1|0|0|1|1|4444|0|00:00
70842637|JAMBALAYA|小野丽莎|4|1|J|1|0|0|1|1|4542|0|00:00
70843329|KONG|侧田|2|1|K|1|0|0|1|1|4643|0|00:00
70843436|风再起时|张国荣|2|1|FZQS|4|3112|0|1|1|4042|2|00:00
70843510|海阔天空|BEYOND|2|1|HKTK|4|4414|0|1|1|4644|1|00:00
70843725|浪子心声(演)|刘德华|2|1|LZXS|4|4541|0|1|1|4546|1|00:00
70844629|再吻我吧(演)|刘德华|2|1|ZWWB|4|1232|0|1|0|4646|1|00:00
70845158|明星(演)|刘德华|2|1|MX|2|22|0|1|1|4846|1|00:00
70845284|假装|刘德华|2|1|JZ|2|34|0|1|1|4643|1|00:00
70845617|十年|刘德华|2|1|SN|2|13|0|1|1|3840|1|00:00
70845643|问(演)|张学友/关淑怡|2|4|W|1|4|0|1|0|4747|1|00:00
70845786|绝|高雪岚|2|1|J|1|5|0|1|1|4540|0|00:00
70845787|倦(演)|梅艳芳|2|1|J|1|3|0|1|1|4648|0|00:00
70845788|倦|刘德华|2|1|J|1|3|0|1|1|4752|0|00:00
70845789|JEALOUSY|陈慧娴|2|1|J|1|0|0|1|1|3837|0|00:00
70845790|火|吴浩康|2|1|H|1|4|0|1|1|4240|0|00:00
70845791|灰|吴日言|2|1|H|1|1|0|1|1|4847|0|00:00
70845794|EVOLUTION|黎明|2|1|E|1|0|0|1|1|4446|0|00:00
70845795|汗|刘德华|2|1|H|1|4|0|1|1|4545|1|00:00
70845796|HONEY|郑融|2|1|H|1|0|0|1|1|4444|0|00:00
70845798|HA|郑希怡|2|1|H|1|0|0|1|0|4746|0|00:00
70845801|Goodnight|梅艳芳|2|1|G|1|0|0|1|1|4445|0|00:00
70845802|还|郑融|2|1|H|1|1|0|1|1|4747|0|00:00
70845811|KATRINA|陈奕迅|2|1|K|1|0|0|1|1|4242|0|00:00
70845812|LINDA(演)|张学友|2|1|L|1|0|0|1|1|4443|0|00:00
70845815|LAURA|刘德华|2|1|L|1|0|0|1|1|4243|1|00:00
70845817|快(演)|林海峰|2|1|K|1|4|0|1|1|4040|0|00:00
70845819|GIRLS|BOY Z/刘思惠|2|4|G|1|0|0|1|0|4040|0|00:00
70845820|哭|林忆莲|2|1|K|1|2|0|1|0|5252|0|00:00
70845830|GOODBYE|容祖儿|2|1|G|1|0|0|1|1|5456|0|00:00
70845835|爱|陈慧琳|2|1|A|1|3|0|1|1|4242|0|00:00
70845836|ASK|陈慧琳|2|1|A|1|0|0|1|0|4032|0|00:00
70845841|BELIEVE|古巨基|2|1|B|1|0|0|1|1|4945|0|00:00
70845842|飞(演)|LMF|2|1|F|1|5|0|1|1|4443|0|00:00
70845851|不|陈百强|2|1|B|1|1|0|1|1|4242|0|00:00
70845852|飞(演)|郭富城|2|1|F|1|5|0|1|1|4443|0|00:00
70845853|CRY(演)|张学友|2|1|C|1|0|0|1|1|4243|0|00:00
70845854|FOREVER|草蜢|2|1|F|1|0|0|1|1|4949|0|00:00
70845855|ERICA(演)|侧田|2|1|E|1|0|0|1|1|4854|0|00:00
70845857|等(演)|谢霆锋|2|1|D|1|3|0|1|1|4544|0|00:00
70845858|等(演)|陈百强|2|1|D|1|3|0|1|1|4543|0|00:00
70845859|等|陈百强|2|1|D|1|3|0|1|1|4845|0|00:00
70845861|飞|周国贤|2|1|F|1|5|0|1|1|4445|0|00:00
70846229|岁月无声(演)|BEYOND|2|1|SYWS|4|2311|0|1|1|4947|1|00:00
70847060|爱|薛凯琪|2|1|A|1|3|0|1|1|4445|0|00:00
70847307|十七岁|刘德华|2|1|SQS|3|112|0|1|1|4846|2|00:00
70847742|报答一生|BEYOND|2|1|BDYS|4|1313|0|1|0|4343|1|00:00
70847817|等(演)|李克勤|2|1|D|1|3|0|1|1|5454|0|00:00
70847875|等(演)|陈奕迅|2|1|D|1|3|0|1|0|5454|0|00:00
70848065|DARLING(演)|郑伊健|2|1|D|1|0|0|1|1|4543|0|00:00
70848075|飞|孙耀威|2|1|F|1|5|0|1|0|5252|0|00:00
70848100|断|麦洁文|2|1|D|1|4|0|1|0|4433|0|00:00
70848672|TODAY(演)|古巨基/容祖儿|2|4|T|1|0|0|1|1|4444|1|00:00
70848840|EVERYTHING|王菲|2|1|E|1|0|0|1|1|4443|0|00:00
70848965|DELA(演)|关淑怡|2|1|D|1|0|0|1|1|4042|0|00:00
70848972|DESIRE|王馨平|2|1|D|1|0|0|1|1|4444|0|00:00
70849199|CONTROL|吴雨霏|2|1|C|1|0|0|1|1|4342|0|00:00
70849256|假装(演)|刘德华|2|1|JZ|2|34|0|1|1|4256|1|00:00
70849911|GIRLS(演)|BOY Z|2|1|G|1|0|0|1|1|5256|0|00:00
70849921|好|邓健泓|2|1|H|1|5|0|1|1|4848|0|00:00
